rank,symbol,company,industry,current_price,prev_close,pct_change,current_volume,avg_volume_20d,volume_ratio,has_catalyst_news,classification,headlines,news_source
305,LINDEINDIA,Linde India Ltd.,Chemicals,6900.0,6429.5,7.32,404286,60958,6.63,False,generic_only,"Linde India Ltd. Hits Intraday High with 5.05% Surge on 13 Feb 2026 - Markets Mojo | Linde India Ltd. is Rated Hold by MarketsMOJO - Markets Mojo | Shares Below Rs 100: Only Buyers Were Seen in These Stocks, Locked in Upper Circuit Today - Dalal Street Investment Journal | Abbott India - Wipro, Infosys, TCS and 9 other stocks hit 52-week lows and slip up to 20% in a month - The Economic Times | Sensex Dips Over 1% Amid Broad-Based Selling; Metal Sector Leads Losses - Markets Mojo",Markets Mojo | Markets Mojo | Dalal Street Investment Journal | The Economic Times | Markets Mojo
420,SIGNATURE,Signatureglobal (India) Ltd.,Realty,1040.55,986.0,5.53,1715847,749307,2.29,False,generic_only,"Engineers India Ltd leads gainers in 'A' group - Business Standard | IT sell-off impact: Prestige Estates, other real estate shares decline up to 6%, realty index down 4% - Moneycontrol | Prestige Estates Projects Ltd, DLF and Godrej Properties Share Price Slide as Realty Index Cracks 4% | Stock Market Today - Samco | Shares Below Rs 100: Only Buyers Were Seen in These Stocks, Locked in Upper Circuit Today - Dalal Street Investment Journal | Price Volume breakout stocks: These stocks likely to be in focus on Monday! - Dalal Street Investment Journal",Business Standard | Moneycontrol | Samco | Dalal Street Investment Journal | Dalal Street Investment Journal
