rank,symbol,company,industry,current_price,prev_close,pct_change,current_volume,avg_volume_20d,volume_ratio,has_catalyst_news,classification,headlines,news_source
230,INOXINDIA,INOX India Ltd.,Capital Goods,1411.6,1308.0,7.92,780326,156581,4.98,True,catalyst,"Buy Suzlon Energy, Inox Wind shares: Up to 62% upside targets; Q4 preview - MSN",Markets Mojo | Markets Mojo | MSN | The Economic Times | Markets Mojo
446,TATAINVEST,Tata Investment Corporation Ltd.,Financial Services,713.2,670.0,6.45,1445388,619679,2.33,True,catalyst,"Tata Chemicals, Tata Investment Corp shares rally up to 12% amid Tata Sons IPO buzz - The Economic Times",The Economic Times | Markets Mojo | Business Standard | Business Standard | The Economic Times
