rank,symbol,company,industry,current_price,prev_close,pct_change,current_volume,avg_volume_20d,volume_ratio,has_catalyst_news,classification,headlines,news_source
350,NUVAMA,Nuvama Wealth Management Ltd.,Financial Services,1631.5,1476.0,10.54,980887,392808,2.5,True,catalyst,"SEBI Issues Administrative Warning Letter to Nuvama Wealth Management's Subsidiary NWIL - scanx.trade | BSE shares slide 3% despite 32% Q4 profit jump: Why are investors selling - financialexpress.com | Nuvama downgrades Bharat Forge: Flags 17% downside risk, says ‘valuation comfort missing’ - financialexpress.com",Markets Mojo | scanx.trade | Business Standard | financialexpress.com | financialexpress.com
485,VIJAYA,Vijaya Diagnostic Centre Ltd.,Healthcare,1278.9,1206.9,5.97,384458,183597,2.09,True,catalyst,Vijaya Diagnostic Centre Reports Robust FY26 Results; Q4 EBITDA Margin Expands to 43.54% - scanx.trade | Vijaya Diagnostics Stock Gains on Strong Q4 Amid Market Dip - Whalesbook | Healthcare Stock Jumps 7% as EBITDA Margin Expands to 43.5% on AI-Led Diagnostic Growth - Trade Brains | Vijaya Diagnostic Centre Dividend and Acquisition News - InvestyWise,Markets Mojo | scanx.trade | Whalesbook | Trade Brains | InvestyWise
