rank,symbol,company,industry,current_price,prev_close,pct_change,current_volume,avg_volume_20d,volume_ratio,has_catalyst_news,classification,headlines,news_source
483,VEDL,Vedanta Ltd.,Metals & Mining,773.6,742.5,4.19,37978285,17414935,2.18,True,catalyst,"Vedanta Demerger: SOTP valuation, price discovery and ex-date explained - Zee Business | Vedanta Ltd Q4 net profit jumps 88% on-year to Rs 9,352 crore, beats Street - Moneycontrol.com | Vedanta Dividend: No Fresh Payout Announced — Check FY26 Dividend Yield And More - NDTV Profit | Vedanta Q4 PAT jumps 92% to ₹6,698 crore; revenue rises 47%, margins ease - Fortune India",Zee Business | Markets Mojo | Moneycontrol.com | NDTV Profit | Fortune India
386,RBLBANK,RBL Bank Ltd.,Financial Services,341.2,321.15,6.24,13444619,6419718,2.09,True,catalyst,"Earning estimates: Axis Bank, IDFC First Bank, RBL Bank, India Cements Q4 results today — what to expect - MSN",Markets Mojo | Markets Mojo | MSN | Markets Mojo | MSN
